Date,Y
01MAY1992,100.08
01JUN1992,100.24
01JUL1992,99.79
01AUG1992,100.16
01SEP1992,99.91
01OCT1992,99.92
01NOV1992,100.17
01DEC1992,99.75
01JAN1993,100.07
01FEB1993,100.10
01MAR1993,99.99
01APR1993,99.81
01MAY1993,100.11
01JUN1993,100.12
01JUL1993,99.89
01AUG1993,100.00
01SEP1993,99.94
01OCT1993,100.03
01NOV1993,100.04
01DEC1993,99.91
01JAN1994,100.26
01FEB1994,99.95
01MAR1994,99.97
01APR1994,99.80
01MAY1994,99.99
01JUN1994,100.04
01JUL1994,99.87
01AUG1994,100.13
01SEP1994,99.90
01OCT1994,99.98
01NOV1994,99.92
01DEC1994,100.09
01JAN1995,99.89
01FEB1995,100.19
01MAR1995,99.93
01APR1995,99.93
01MAY1995,99.92
01JUN1995,100.11
01JUL1995,100.13
01AUG1995,99.92
01SEP1995,99.95
01OCT1995,100.28
01NOV1995,99.97
01DEC1995,99.90
01JAN1996,99.91
01FEB1996,100.04
01MAR1996,99.96
01APR1996,100.17
01MAY1996,99.99
01JUN1996,99.86
01JUL1996,100.13
01AUG1996,100.03
01SEP1996,99.92
01OCT1996,100.04
01NOV1996,99.97
01DEC1996,100.02
01JAN1997,99.99
01FEB1997,100.06
01MAR1997,100.01
01APR1997,100.04
01MAY1997,100.05
01JUN1997,99.80
01JUL1997,100.14
01AUG1997,99.74
01SEP1997,100.32
01OCT1997,99.87
01NOV1997,99.98
01DEC1997,99.97
01JAN1998,99.86
01FEB1998,100.08
01MAR1998,99.99
01APR1998,100.03
01MAY1998,100.06
01JUN1998,100.08
01JUL1998,99.97
01AUG1998,99.88
01SEP1998,100.07
01OCT1998,99.95
01NOV1998,100.06
01DEC1998,100.04
01JAN1999,99.93
01FEB1999,100.13
01MAR1999,99.83
01APR1999,99.96
01MAY1999,100.07
01JUN1999,100.16
01JUL1999,99.92
01AUG1999,99.96
01SEP1999,100.02
01OCT1999,100.09
01NOV1999,99.77
01DEC1999,100.18
01JAN2000,100.03
01FEB2000,99.76
01MAR2000,100.08
01APR2000,100.11
01MAY2000,100.08
01JUN2000,99.84
01JUL2000,100.06
01AUG2000,99.90
01SEP2000,99.93
01OCT2000,100.12
01NOV2000,100.03
01DEC2000,99.96
01JAN2001,100.06
01FEB2001,99.98
01MAR2001,100.13
01APR2001,100.02
01MAY2001,99.78
01JUN2001,100.15
01JUL2001,99.90
01AUG2001,99.99
01SEP2001,100.13
01OCT2001,99.88
01NOV2001,100.07
01DEC2001,99.83
01JAN2002,100.31
01FEB2002,99.77
01MAR2002,99.97
01APR2002,100.11
01MAY2002,99.88
01JUN2002,99.98
01JUL2002,99.97
01AUG2002,99.99
01SEP2002,100.07
01OCT2002,99.94
01NOV2002,100.02
01DEC2002,99.91
01JAN2003,100.00
01FEB2003,100.03
01MAR2003,99.95
01APR2003,99.94
01MAY2003,100.15
01JUN2003,100.09
01JUL2003,99.87
01AUG2003,99.99
01SEP2003,100.10
01OCT2003,100.15
01NOV2003,99.83
01DEC2003,99.95
01JAN2004,99.92
01FEB2004,100.10
01MAR2004,100.01
01APR2004,99.92
01MAY2004,99.97
01JUN2004,100.01
01JUL2004,100.20
01AUG2004,99.97
01SEP2004,99.79
01OCT2004,100.06
01NOV2004,100.03
01DEC2004,99.92
01JAN2005,100.08
01FEB2005,100.02
01MAR2005,100.09
01APR2005,99.93
01MAY2005,99.88
01JUN2005,100.05
01JUL2005,99.97
01AUG2005,100.08
01SEP2005,99.97
01OCT2005,100.00
01NOV2005,100.03
01DEC2005,100.16
01JAN2006,99.83
01FEB2006,100.07
01MAR2006,100.05
01APR2006,100.15
01MAY2006,99.84
01JUN2006,100.22
01JUL2006,99.91
01AUG2006,100.11
01SEP2006,99.96
01OCT2006,99.95
01NOV2006,100.11
01DEC2006,99.87
01JAN2007,99.85
01FEB2007,100.13
01MAR2007,100.05
01APR2007,99.81
01MAY2007,100.22
01JUN2007,99.94
01JUL2007,100.13
01AUG2007,99.86
01SEP2007,100.01
01OCT2007,100.04
01NOV2007,100.00
01DEC2007,99.97
01JAN2008,100.13
01FEB2008,99.99
01MAR2008,100.00
01APR2008,100.01
01MAY2008,99.95
01JUN2008,100.15
01JUL2008,99.95
01AUG2008,99.97
01SEP2008,99.97
01OCT2008,100.20
01NOV2008,99.97
01DEC2008,99.99
